id,Start_X,Start_Y,End_X,End_Y
,-114.950,52.166,-114.944,52.161
,-114.944,52.161,-114.951,52.160
,-114.951,52.160,-114.950,52.166
,-116.965,55.096,-116.943,55.091
,-116.943,55.091,-116.944,55.058
,-116.944,55.058,-116.966,55.060
,-116.966,55.060,-116.965,55.096
,-117.862,55.184,-117.830,55.164
,-117.830,55.164,-117.819,55.184
,-117.819,55.184,-117.791,55.191
,-117.791,55.191,-117.789,55.240
,-117.789,55.240,-117.760,55.241
,-117.760,55.241,-117.758,55.262
,-117.758,55.262,-117.810,55.266
,-117.810,55.266,-117.810,55.259
,-117.810,55.259,-117.854,55.260
,-117.854,55.260,-117.860,55.297
,-117.860,55.297,-117.896,55.299
,-117.896,55.299,-117.897,55.278
,-117.897,55.278,-117.920,55.278
,-117.920,55.278,-117.923,55.220
,-117.923,55.220,-117.872,55.217
,-117.872,55.217,-117.871,55.201
,-117.871,55.201,-117.862,55.184
,-118.034,55.212,-118.031,55.212
,-118.031,55.212,-118.030,55.206
,-118.030,55.206,-118.019,55.205
,-118.019,55.205,-118.018,55.232
,-118.018,55.232,-118.033,55.232
,-118.033,55.232,-118.034,55.212
,-118.198,55.273,-118.183,55.272
,-118.183,55.272,-118.179,55.265
,-118.179,55.265,-118.178,55.271
,-118.178,55.271,-118.168,55.271
,-118.168,55.271,-118.174,55.273
,-118.174,55.273,-118.174,55.278
,-118.174,55.278,-118.178,55.279
,-118.178,55.279,-118.177,55.294
,-118.177,55.294,-118.196,55.295
,-118.196,55.295,-118.198,55.273
,-117.825,55.376,-117.818,55.376
,-117.818,55.376,-117.818,55.383
,-117.818,55.383,-117.795,55.382
,-117.795,55.382,-117.795,55.418
,-117.795,55.418,-117.823,55.419
,-117.823,55.419,-117.824,55.398
,-117.824,55.398,-117.818,55.398
,-117.818,55.398,-117.818,55.390
,-117.825,55.390,-117.818,55.390
,-117.825,55.390,-117.825,55.376
,-117.812,55.347,-117.797,55.346
,-117.797,55.346,-117.798,55.333
,-117.798,55.333,-117.811,55.331
,-117.811,55.331,-117.812,55.347
,-117.763,55.315,-117.743,55.315
,-117.743,55.315,-117.744,55.300
,-117.744,55.300,-117.763,55.300
,-117.763,55.300,-117.763,55.315
,-117.580,55.267,-117.566,55.267
,-117.566,55.267,-117.564,55.252
,-117.564,55.252,-117.580,55.254
,-117.580,55.254,-117.580,55.267
,-116.515,55.428,-116.494,55.427
,-116.494,55.427,-116.490,55.431
,-116.490,55.431,-116.481,55.431
,-116.481,55.431,-116.472,55.427
,-116.472,55.427,-116.472,55.434
,-116.472,55.434,-116.478,55.435
,-116.478,55.435,-116.478,55.442
,-116.478,55.442,-116.493,55.443
,-116.493,55.443,-116.494,55.450
,-116.507,55.450,-116.507,55.444
,-116.507,55.444,-116.515,55.442
,-116.515,55.442,-116.515,55.428
,-116.507,55.450,-116.494,55.450
